"","time","depth","forecast_issue_time","data_assimilation","ForecastProject_id","Forecast_id","Statistic","species_1","species_2"
"1",2001-05-05,1,2001-03-04,0,30405043,"20010304T060000","mean",0.5,0.5
"2",2001-05-05,1,2001-03-04,0,30405043,"20010304T060000","Conf_interv_02.5",0.5,0.5
"3",2001-05-05,1,2001-03-04,0,30405043,"20010304T060000","Conf_interv_97.5",0.5,0.5
"4",2001-05-05,2,2001-03-04,0,30405043,"20010304T060000","mean",0.5,0.5
"5",2001-05-05,2,2001-03-04,0,30405043,"20010304T060000","Conf_interv_02.5",0.5,0.5
"6",2001-05-05,2,2001-03-04,0,30405043,"20010304T060000","Conf_interv_97.5",0.5,0.5
"7",2001-05-05,3,2001-03-04,0,30405043,"20010304T060000","mean",0.5,0.5
"8",2001-05-05,3,2001-03-04,0,30405043,"20010304T060000","Conf_interv_02.5",0.5,0.5
"9",2001-05-05,3,2001-03-04,0,30405043,"20010304T060000","Conf_interv_97.5",0.5,0.5
"10",2002-05-05,1,2001-03-04,0,30405043,"20010304T060000","mean",0.974234394844228,1.94222645365358
"11",2002-05-05,1,2001-03-04,0,30405043,"20010304T060000","Conf_interv_02.5",0.967189932656355,1.93404522079149
"12",2002-05-05,1,2001-03-04,0,30405043,"20010304T060000","Conf_interv_97.5",0.983127104547993,1.94753760657809
"13",2002-05-05,2,2001-03-04,0,30405043,"20010304T060000","mean",0.973164580970924,1.95498610825686
"14",2002-05-05,2,2001-03-04,0,30405043,"20010304T060000","Conf_interv_02.5",0.968548349325952,1.94466273544525
"15",2002-05-05,2,2001-03-04,0,30405043,"20010304T060000","Conf_interv_97.5",0.977384114944814,1.96310584094462
"16",2002-05-05,3,2001-03-04,0,30405043,"20010304T060000","mean",0.973103935799956,1.95090408126064
"17",2002-05-05,3,2001-03-04,0,30405043,"20010304T060000","Conf_interv_02.5",0.957203464239587,1.9471074809917
"18",2002-05-05,3,2001-03-04,0,30405043,"20010304T060000","Conf_interv_97.5",0.988206472043588,1.9553087089879
"19",2003-05-05,1,2001-03-04,0,30405043,"20010304T060000","mean",1.82352781736357,7.12287351658781
"20",2003-05-05,1,2001-03-04,0,30405043,"20010304T060000","Conf_interv_02.5",1.81839148308391,7.09341542141364
"21",2003-05-05,1,2001-03-04,0,30405043,"20010304T060000","Conf_interv_97.5",1.82845394691983,7.14599118862254
"22",2003-05-05,2,2001-03-04,0,30405043,"20010304T060000","mean",1.81246308854493,7.17145109268623
"23",2003-05-05,2,2001-03-04,0,30405043,"20010304T060000","Conf_interv_02.5",1.80596137390029,7.1441225018697
"24",2003-05-05,2,2001-03-04,0,30405043,"20010304T060000","Conf_interv_97.5",1.81973535848018,7.18834552754642
"25",2003-05-05,3,2001-03-04,0,30405043,"20010304T060000","mean",1.80490126591971,7.15401659280654
"26",2003-05-05,3,2001-03-04,0,30405043,"20010304T060000","Conf_interv_02.5",1.77865112080936,7.13962457319174
"27",2003-05-05,3,2001-03-04,0,30405043,"20010304T060000","Conf_interv_97.5",1.82856407620697,7.16518039146758
"28",2004-05-05,1,2001-03-04,0,30405043,"20010304T060000","mean",3.04890093975819,20.2851839316376
"29",2004-05-05,1,2001-03-04,0,30405043,"20010304T060000","Conf_interv_02.5",3.04695833738451,20.2364846427535
"30",2004-05-05,1,2001-03-04,0,30405043,"20010304T060000","Conf_interv_97.5",3.05223418687441,20.3267175025396
"31",2004-05-05,2,2001-03-04,0,30405043,"20010304T060000","mean",3.0359379655684,20.3817432319413
"32",2004-05-05,2,2001-03-04,0,30405043,"20010304T060000","Conf_interv_02.5",3.0220681009918,20.3342320000353
"33",2004-05-05,2,2001-03-04,0,30405043,"20010304T060000","Conf_interv_97.5",3.04821885966337,20.4174337421815
"34",2004-05-05,3,2001-03-04,0,30405043,"20010304T060000","mean",3.02632900029766,20.3650698113349
"35",2004-05-05,3,2001-03-04,0,30405043,"20010304T060000","Conf_interv_02.5",2.99165506597453,20.3352370042153
"36",2004-05-05,3,2001-03-04,0,30405043,"20010304T060000","Conf_interv_97.5",3.05772376594319,20.3996479950795
"37",2005-05-05,1,2001-03-04,0,30405043,"20010304T060000","mean",3.92639023868909,16.6320537555118
"38",2005-05-05,1,2001-03-04,0,30405043,"20010304T060000","Conf_interv_02.5",3.91339353302009,16.5350272852078
"39",2005-05-05,1,2001-03-04,0,30405043,"20010304T060000","Conf_interv_97.5",3.93575624901187,16.7468073351716
"40",2005-05-05,2,2001-03-04,0,30405043,"20010304T060000","mean",3.91601453781381,16.4342449664967
